date_modified, name, path, meta_title, meta_description, meta_keywords, hero_heading, hero_supporting_text, top_area_headline, top_area_supporting_text, main_area_headline, main_area_body_text,solar_resources,solar_incentives_copy 
8/11/2013 21:48,Millis Massachusetts Solar,/solar-by-state/ma/millis-massachusetts-solar,"Millis, MA Solar Company ","Even as a small town, Millis is quickly leading the way in residential solar power in Massaschusetts. With Sunrun, making the switch is easy and affordable.","millis ma solar, solar in millis ma","Power to the people of Millis. Solar power, that is.",Find out how easy it is to go solar with Sunrun and save on your electric bills.,"Home solar in Millis, Massachusetts","Home solar power is growing quickly in the town of Millis, MA. Millis homeowners are turning to solar energy to power their homes, and saving money on their bills in the process. While utility electric rates can be volatile, home solar systems allow Millis residents to lock in low, fixed rates for their solar electricity. 
",Al's Story,"<div class=""contact_form"">
<p id=""cleantext"">A retired professor, Al’s love for solar power originated in books. Back in 1972, Al was teaching at Albion College in Michigan when he picked up a book about natural resources. He was immediately engrossed in renewable resources and decided he wanted to power his home with smart and clean power.</p>
 
<p>Over thirty years later, Al was finally able to do so. Recently, he had looked into purchasing his own solar system in Millis, Massachusetts. When speaking to his installer, he learned about Sunrun and their affordable, full solar service plans. He realized that although he really wanted to go solar in Millis, “[he] didn’t need to own [a solar system] as long as it worked!”</p>
 
<p>Al liked that with Sunrun, he could skip the high upfront cost and not worry about all of the maintenance and repair. With a Sunrun, Al was able to skip the hassles associated with purchasing and owning his own PV panels.</p>
 </div>","<a href=""http://www.masscec.com/index.cfm/cdid/11241/pid/11159"" target=""_blank"">Commonwealth Solar II Rebate Program</a>
<a href=""http://www.masscec.com/masscec/file/Comm%20Solar%20Maps.pdf"" target=""_blank"">Mass Solar Map</a>
<a href=""http://www.mass.gov/eea/energy-utilities-clean-tech/renewable-energy/solar/"" target=""_blank"">Mass Solar FAQ</a>"," Massachusetts offers solar rebates and renewable energy credits for homeowners who install solar panels. As a result of these initiatives, home solar power is growing quickly in the state. See if Sunrun works with your Massachusetts utility company. "
8/11/2013 21:49,Newton Massachusetts Solar,/solar-by-state/ma/newton-massachusetts-solar,Newton Solar Company ,"Going solar in Newton is one of the best ways to save money and the environment. With Sunrun, owning a solar Newton home is easy and affordable.","newton solar, solar in newton, solar newton ma, newton ma solar, solar in newton ma",Newton supports the citywide adoption of solar.,Find out how easy it is to go solar with Sunrun and save on your electric bills.,"Home solar in Newton, Massachusetts","Newton, MA is committed to growing the adoption of home solar power throughout the city. In 2000, the city joined the U.S. Department of Energy's Million Solar Roofs Project Partnership to increase the use of renewable power across the country. Since then, Newton homeowners have been leading the way by upgrading their homes to solar power. Going solar is a great way to lock in low electric rates and start saving on your power bill.
",,,"<a href=""http://www.masscec.com/index.cfm/cdid/11241/pid/11159"" target=""_blank"">Commonwealth Solar II Rebate Program</a>
<a href=""http://www.masscec.com/masscec/file/Comm%20Solar%20Maps.pdf"" target=""_blank"">Mass Solar Map</a>
<a href=""http://www.mass.gov/eea/energy-utilities-clean-tech/renewable-energy/solar/"" target=""_blank"">Mass Solar FAQ</a>"," Massachusetts offers solar rebates and renewable energy credits for homeowners who install solar panels. As a result of these initiatives, home solar power is growing quickly in the state. See if Sunrun works with your Massachusetts utility company. "
8/11/2013 21:53,Northampton Massachusetts Solar,/solar-by-state/ma/northampton-massachusetts-solar,"Northampton, MA Solar Company ","Residents in Northampton, MA are increasingly turning to renewable energy to power their homes. With Sunrun, it's easy and affordable to switch to solar.","northampton ma solar, solar in northampton ma",Going solar in Northampton is easy and affordable. ,Find out how easy it is to go solar with Sunrun and save on your electric bills.,"Home solar in Northampton, Massachusetts","Home solar power is helping Northampton, MA homeowners save money on their electricity bills. While utility electric rates can be volatile, your solar electric rates are low and fixed. By switching to solar, you can take control of your power and save thousands over time.
",Robert's Story,"<div class=""contact_form"">
<p id=""cleantext"">For Robert, getting residential photovoltaic panels wasn’t about the money. He’d always had an interest in alternative energy and was interested in doing something different. So, he decided to install a clean energy system on his rooftop. “It wasn’t a cost-saving measure,” Robert insisted.</p>
 
<p>But the costs did help him and his wife make the switch to smart and affordable power. Robert was indeed interested in owning a solar home, but was reluctant to take out a home improvement loan to install the panels. Even with the financial incentives in Massachusetts, the upfront cost was still quite high. “If we had to buy the whole system, we wouldn’t have done it,” Robert admitted. With <a title=""Solar Lease"" href=""{CCM:CID_178}"">solar financing</a>, it was affordable to get installed and there was no need to deal with unexpected repairs and maintenance.</p>
 
<p>Robert claims that it was a spur of the moment decision. He and his wife had read about Sunrun in the Boston Globe and jumped at the chance to go solar in Northampton, “Let’s do it!” renewable power was in reach. For them, it was finally a chance to get alternative energy at an affordable price, and lock in costs that weren’t going to increase over time. ""Sure we were out a $1,000,"" Robert added, ""but with cutting down on CO2 and everything else, it was worth it.""</p>
 </div>","<a href=""http://www.masscec.com/index.cfm/cdid/11241/pid/11159"" target=""_blank"">Commonwealth Solar II Rebate Program</a>
<a href=""http://www.masscec.com/masscec/file/Comm%20Solar%20Maps.pdf"" target=""_blank"">Mass Solar Map</a>
<a href=""http://www.mass.gov/eea/energy-utilities-clean-tech/renewable-energy/solar/"" target=""_blank"">Mass Solar FAQ</a>"," Massachusetts offers solar rebates and renewable energy credits for homeowners who install solar panels. As a result of these initiatives, home solar power is growing quickly in the state. See if Sunrun works with your Massachusetts utility company. "
8/11/2013 21:48,Sandwich Massachusetts Solar,/solar-by-state/ma/sandwich-massachusetts-solar,"Sandwich, Massachusetts Home Solar Power","Switching to solar power in Sandwich, Massachusetts is a great way for homeowners to take control of their electric bills.","sandwich ma solar, sandwich solar, solar in sandwich ma, solar in sandwich",People in Sandwich are hungry for clean solar power.,Find out how easy it is to go solar with Sunrun and save on your electric bills.,"Home solar in Sandwich, Massachusetts","Getting a home solar system in Sandwich, MA makes a lot of sense. Solar energy is growing quickly in Massachusetts and home solar power is a great way to take control of your electric costs. ",Tom's Story,"<div class=""contact_form"">
<div id=""cleantext"">
<p>Tom didn't consider himself a big environmentalist, but he liked the idea of clean energy. ""The bigger picture is we get off fossil fuels,"" he explained. Two of his friends had switched to solar power and would talk about their systems with him.<br /> <br />While intrigued, Tom wanted to make sure that photovoltaic power made sense. He knew that if he got a home solar system installed and it paid for itself in five years, going solar would be a no-brainer business decision for him. That's why Sunrun made so much sense to Tom. He could switch to solar power in Sandwich, MA without having to pay a large upfront for the system. ""Sunrun was such a breath of fresh hair,"" Tom said, ""because I didn't have to solve that cashflow problem anymore.""<br /> <br />Now Tom wants to make sure that everyone knows about the benefits of solar power. ""I am young and healthy now, but I am trying to plan ahead for retirement. I live in the second most expensive electrical area outside of Hawaii."" Tom plans to walk around his neighborhood and tell his neighbors about Sunrun. ""Sunrun makes it easy,"" said Tom, ""people should just take five minutes to look into it.""</p>
</div>
<div> </div>
</div>","<a href=""http://www.masscec.com/index.cfm/cdid/11241/pid/11159"" target=""_blank"">Commonwealth Solar II Rebate Program</a>
<a href=""http://www.masscec.com/masscec/file/Comm%20Solar%20Maps.pdf"" target=""_blank"">Mass Solar Map</a>
<a href=""http://www.mass.gov/eea/energy-utilities-clean-tech/renewable-energy/solar/"" target=""_blank"">Mass Solar FAQ</a>"," Massachusetts offers solar rebates and renewable energy credits for homeowners who install solar panels. As a result of these initiatives, home solar power is growing quickly in the state. See if Sunrun works with your Massachusetts utility company. "
8/11/2013 21:52,Springfield Massachusetts Solar,/solar-by-state/ma/springfield-massachusetts-solar,"Springfield, MA Home Solar Power","Going solar in Springfield, MA with Sunrun is one of the best and easiest ways to take control of your electric costs. ","springfield ma solar, solar in springfield ma, springfield ma solar power",The ‘city of firsts’ leads the charge for clean energy,Find out how easy it is to go solar in Springfield and save on your bills.,"Home solar in Springfield, Massachusetts","Solar power is growing quickly in Springfield, Massachusetts. By switching to solar, homeowners are not only making a difference in the environment but also taking control of their electric costs. 
",,,"<a href=""http://www.masscec.com/index.cfm/cdid/11241/pid/11159"" target=""_blank"">Commonwealth Solar II Rebate Program</a>
<a href=""http://www.masscec.com/masscec/file/Comm%20Solar%20Maps.pdf"" target=""_blank"">Mass Solar Map</a>
<a href=""http://www.mass.gov/eea/energy-utilities-clean-tech/renewable-energy/solar/"" target=""_blank"">Mass Solar FAQ</a>"," Massachusetts offers solar rebates and renewable energy credits for homeowners who install solar panels. As a result of these initiatives, home solar power is growing quickly in the state. See if Sunrun works with your Massachusetts utility company. "
8/14/2013 21:31,Whitman Massachusetts Solar,/solar-by-state/ma/whitman-massachusetts-solar,"Whitman, MA Solar Company ","Residents in Whitman, MA can save on their electric bills and make a difference in the environment by going solar with Sunrun today.","whitman ma solar, solar in whitman ma",Home of the chocolate chip cookie & lots of sunshine.,Find out how easy it is to go solar in Whitman and save on your electric bills.,"Home solar in Whitman, Massachusetts","Homeowners in beautiful Whitman, MA are upgrading their homes to going solar to save money and protect their environment and community.
",Susan's Story,"<div class=""contact_form"">
<p id=""cleantext"">A retired teacher, Susan spent most of her adult life in her current home in Whitman, Massachusetts. Over the years, Susan kept an eye on her utility bills and watched her National Grid utility bills climb steadily, much to her dismay. Her electric bills would only continue to increase, she realized, but her savings would not – retired, Susan was on a fixed income. She knew she had to “level the playing field” somehow.</p>
<p>Susan had a hunch that going solar in Whitman, MA would do just that. With a perfect south facing roof, the odds were good. She started her search on the Internet and signed up for a free solar consultation. She had nothing to lose, she figured, since it was a free assessment. She asked her brother, who used to work for National Grid, to look over the paperwork. He told her that switching to clean energy in with Sunrun was a “no-brainer.” “You can get a fixed rate for your electricity and get almost half – 46% - of your electricity from your panels,” he told her.</p>
<p>Susan immediately signed up for a power purchase agreement with Sunrun. What she likes best is that Sunrun takes care of all the services for her residential renewable energy system. She’s excited that Sunrun is monitoring her system closely and provides a money-back performance guarantee.</p>
 
<p>And as for that playing field? Susan was comparing her electricity bills before and after solar, for the same month, and noticed that she is already pulling 10kW less electricity from the utility. (And that’s including the addition of a new air conditioner, post going panels).<br /> </p>
<p>Susan’s been so pleased with her panels that she’s already gotten a neighbor on board! Her home was the first solar home in her community, but thanks to her satisfaction with Sunrun, it’s no longer the only one.</p>
<p> </p>
</div>","<a href=""http://www.masscec.com/index.cfm/cdid/11241/pid/11159"" target=""_blank"">Commonwealth Solar II Rebate Program</a>
<a href=""http://www.masscec.com/masscec/file/Comm%20Solar%20Maps.pdf"" target=""_blank"">Mass Solar Map</a>
<a href=""http://www.mass.gov/eea/energy-utilities-clean-tech/renewable-energy/solar/"" target=""_blank"">Mass Solar FAQ</a>"," Massachusetts offers solar rebates and renewable energy credits for homeowners who install solar panels. As a result of these initiatives, home solar power is growing quickly in the state. See if Sunrun works with your Massachusetts utility company. "
8/11/2013 21:48,Worcester Massachusetts Solar,/solar-by-state/ma/worcester-massachusetts-solar,"Worcester, MA Solar Company ","With Sunrun, going solar in Worcester, MA is easy and affordable. For as low as $500, you can upgrade to home solar and take control of your electricity. ","worcester solar, solar worcester, solar in worcester",Worcester is turning sunshine into clean energy. ,Find out how easy it is to go solar with Sunrun and save on your electric bills.,"Home solar in Worcester, Massachusetts","Worcester, Massachusetts has some of the highest electricity rates in the nation. As a result, more and more homeowners in the city are upgrading their homes to solar energy.  Installing solar panels is one of the best ways for Worcester residents to take control of their power and save money on costs over time.
",Margaret's Story,"<div class=""contact_form"">
<p id=""cleantext"">Margaret knew from day one that she wanted a home that self-generated clean power. Over ten years ago, when her house was being built, Margaret made sure that her roof faced the right direction, with the idea of eventually adding home photovoltaic panels. For Margaret, producing and using renewable energy wasn’t about saving money on her electric bills every month. What intrigued her about clean power were the environmental benefits - the idea that she wouldn’t have to rely as heavily on other sources of power, such as coal or gas.</p>
 
<p>For ten years, she dreamt of a green home, but in Worcester, solar was simply too expensive – the cost of purchasing home PV panels outright made her dream unattainable. Margaret spoke to many different local companies but was deterred time and again by the high quotes for residential panels. Ten years later, Margaret learned about Sunrun <a title=""Solar Lease"" href=""{CCM:CID_178}"">solar financing</a>. For someone who couldn’t afford the $35,000 it took to get started, paying the $1,000 upfront cost and a small monthly fee to Sunrun for the alternative power produced was perfect. With the initial obstacle eliminated by Sunrun, her smart and green home was in reach</p>
 </div>","<a href=""http://www.masscec.com/index.cfm/cdid/11241/pid/11159"" target=""_blank"">Commonwealth Solar II Rebate Program</a>
<a href=""http://www.masscec.com/masscec/file/Comm%20Solar%20Maps.pdf"" target=""_blank"">Mass Solar Map</a>
<a href=""http://www.mass.gov/eea/energy-utilities-clean-tech/renewable-energy/solar/"" target=""_blank"">Mass Solar FAQ</a>"," Massachusetts offers solar rebates and renewable energy credits for homeowners who install solar panels. As a result of these initiatives, home solar power is growing quickly in the state. See if Sunrun works with your Massachusetts utility company. "
8/11/2013 21:58,Baltimore Maryland Solar,/solar-by-state/md/baltimore-maryland-solar,Baltimore Maryland Solar,Homeowners in Baltimore can switch to solar for a low upfront cost and start saving money with Sunrun.,"baltimore solar, baltimore solar panels, solar baltimore, solar in baltimore, solar panels in baltimore",Solar in the ‘Charm City’ is a big attraction. ,Find out how easy it is to go solar and save on your electric bills.,"Home solar in Baltimore, Maryland","Baltimore, Maryland is part of a growing local solar market. Homeowners across the city are turning to solar energy to power their homes and save money on their electric bills. Solar panels can help homeowners in Baltimore lock in today's power rates for the next 20 years.
",,,"<a href=""http://energy.maryland.gov/Residential/cleanenergygrants/index.html"" target=""_blank"">MD Residential Clean Energy Grant program</a>
<a href=""http://www.dsireusa.org/incentives/index.cfm?getRE=1?re=undefined&amp;ee=1&amp;spv=0&amp;st=0&amp;srp=1&amp;state=MD"" target=""_blank"">Maryland incentives DSIRE</a>
<a href=""http://www.srectrade.com/maryland_srec.php"" target=""_blank"">Maryland SREC market</a>","Maryland has solar incentive programs in place, as well as a renewable portfolio standard and net metering policies. "
8/11/2013 21:58,Bethesda Maryland Solar,/solar-by-state/md/bethesda-maryland-solar,"Bethesda, Maryland Solar","In Bethesda, MD, getting solar panels for your home is affordable. Sunrun offers solar power service to homeowners, taking care of all the high upfront costs for you.","bethesda solar, bethesda maryland solar, bethesda md solar, bethesda solar panels, bethesda md solar panels, bethesda solar lease, bethesda solar leasing, bethesda solar ppas, bethesda solar power purchase agreements",People in Bethesda are taking their power back.,Find out how easy it is to go solar with Sunrun and save on your electric bills.,"Home solar in Bethesda, Maryland","With Maryland's solar incentive programs and renewable energy policies, Bethesda is a great place to look into solar energy for your home. Electricity rates from utility companies can be volatile. By going solar, homeowners in Bethesda can take control of their electric bills and lock in low rates for solar electricity. 
",Pierre's Story,"<div class=""contact_form"">
<p id=""cleantext"">Pierre and his family had lived in Bethesda, Maryland for over 35 years. He'd been interested in solar energy for his home, out of concern for the environment and interest in saving money on his electric bills. However, he never really considered home solar within his reach.</p>
 
<p>When a Maryland solar company told Pierre about their partnership with Sunrun, Pierre started looking more into solar pricing. He quickly realized that solar power wasn't as expensive as he'd thought. With his roof's sun exposure, coupled with available local incentives, going solar actually made financial sense. ""Solar wasn't as large of an investment that I had thought originally,"" said Pierre.</p>
 
<p>Pierre's installation also went smoothly, completed in a single day. ""The installers were extremely efficient,"" Pierre praised. His family is already seeing savings on their electricity bills, and their system is producing exactly what they'd expected.</p>
 </div>","<a href=""http://energy.maryland.gov/Residential/cleanenergygrants/index.html"" target=""_blank"">MD Residential Clean Energy Grant program</a>
<a href=""http://www.dsireusa.org/incentives/index.cfm?getRE=1?re=undefined&amp;ee=1&amp;spv=0&amp;st=0&amp;srp=1&amp;state=MD"" target=""_blank"">Maryland incentives DSIRE</a>
<a href=""http://www.srectrade.com/maryland_srec.php"" target=""_blank"">Maryland SREC market</a>","Maryland has solar incentive programs in place, as well as a renewable portfolio standard and net metering policies. "
8/11/2013 21:58,Havre de Grace Maryland Solar,/solar-by-state/md/havre-de-grace-maryland-solar,"Havre de Grace, MD Home Solar","Going solar in Havre de Grace, Maryland is easy and affordable with Sunrun. Homeowners can install panels on their roofs for a low upfront cost and start saving thousands on their bills.","havre de grace solar, havre de grace md solar, havre de grace solar panels, havre de grace md solar panels",People in Havre de Grace are choosing home solar.,Find out how easy it is to go solar with Sunrun and save on your electric bills.,"Home solar in Havre de Grace, Maryland","Utility electricity rates can be volatile in Havre de Grace, Maryland. That's why more and more homeowners are turning to solar energy to power their homes. By installing panels for electricity, MD homeowners can take control of their power costs and save thousands on electricity over time.
",Carolyn's Story,"<div class=""contact_form"">
<p id=""cleantext"">Carolyn had always been interested in solar for environmental reasons. Her previous home had been great for passive solar, and she’d put in a sun room and radiating floors. A few years ago, in her current home, Carolyn installed a solar hot water heater. She was interested in solar electricity (photovoltaics) but thought it was out of her price range. “Passive solar was the only thing really available at the time,” Carolyn explained, “Active solar was way too expensive.”</p>
 
<p>But she didn’t give up and continued to look into solar electricity for her home. After a few years, the local company that installed her solar hot water told her about their new partnership with Sunrun. They explained that with Sunrun, Carolyn could pay for solar electricity, instead of an expensive system. Carolyn waited until Sunrun was available in Havre de Grace, then signed up right away and became Sunrun’s first customer in Maryland.</p>
 </div>","<a href=""http://energy.maryland.gov/Residential/cleanenergygrants/index.html"" target=""_blank"">MD Residential Clean Energy Grant program</a>
<a href=""http://www.dsireusa.org/incentives/index.cfm?getRE=1?re=undefined&amp;ee=1&amp;spv=0&amp;st=0&amp;srp=1&amp;state=MD"" target=""_blank"">Maryland incentives DSIRE</a>
<a href=""http://www.srectrade.com/maryland_srec.php"" target=""_blank"">Maryland SREC market</a>","Maryland has solar incentive programs in place, as well as a renewable portfolio standard and net metering policies. "
8/11/2013 21:59,Silver Springs Maryland Solar,/solar-by-state/md/silver-springs-maryland-solar,"Silver Spring, MD Home Solar","It's affordable to go solar in Silver Spring, MD with Sunrun. Homeowners can switch for a low upfront and start saving on their bills.","silver spring md, silver spring houses, silver spring solar, solar spring solar panels",Silver Spring is thriving on solar energy.,Find out how easy it is to go solar with Sunrun and save on your electric bills.,"Home solar in Silver Spring, Maryland","Just north of Washington D.C., Silver Spring is leading the way in solar energy. With strong solar legislation from the state, Silver Spring is part of a growing local solar market. Homeowners are installing solar panels to lower their electric costs and take control of their energy.
",,,"<a href=""http://energy.maryland.gov/Residential/cleanenergygrants/index.html"" target=""_blank"">MD Residential Clean Energy Grant program</a>
<a href=""http://www.dsireusa.org/incentives/index.cfm?getRE=1?re=undefined&amp;ee=1&amp;spv=0&amp;st=0&amp;srp=1&amp;state=MD"" target=""_blank"">Maryland incentives DSIRE</a>
<a href=""http://www.srectrade.com/maryland_srec.php"" target=""_blank"">Maryland SREC market</a>","Maryland has solar incentive programs in place, as well as a renewable portfolio standard and net metering policies. "
10/22/2014 20:52,Burlington New Jersey Solar,/solar-by-state/nj/burlington-new-jersey-solar,"Burlington, NJ Solar Power Company","With Sunrun, going solar in Burlington, New Jersey, is easy and affordable. You can get Burlington solar for little or no cost to switch. Look into Sunrun solar in New Jersey today!","burlington solar, solar in burlington, burlington solar power, home solar in burlington, home solar, sunrun",People in Burlington are taking control of their power,Find out how easy it is to go solar with Sunrun and save on your electric bills.,"Home solar in Burlington, New Jersey","Homeowners throughout Burlington, NJ are making the switch to clean solar electricity. Burlington homeowners currently pay their utilities some of the highest electric rates in the nation. By installing solar panels, homeowners are able to lock in low electric rates and save thousands of dollars over time. 
",Francis' Story,"<div class=""contact_form"">
<p id=""cleantext"">When Francis thinks about energy, the first thing that comes to mind is security. One of Francis’ main concerns is shifting the U.S. away from dependence on oil. According to Francis, “if it weren’t for oil, we wouldn’t have to send troops into the desert to fight; we wouldn’t be fighting.”</p>
 
<p>This concept of energy independence and its impact on foreign affairs resides close to Francis heart as a retiree from the military. He and his wife are also currently awaiting the return of their son from the Navy – “it’s just me and my wife at home right now.” Concerned with the nation’s unhealthy reliance on foreign oil, as well as the impact on the environment, Francis knew it was time to look into solar power in Burlington, NJ.</p>
 
<p>Francis soon began his investigation into photovoltaic panels on the Internet and heard about Sunrun as a top home solar company based in California. He was pleased to discover that a local installation company had partnered with Sunrun to provide affordable solutions for his rooftop PV system.</p>
 
<p>Along with national and environmental security, Francis wanted to make sure that his finances were safe as well. He realized that by upgrading to smart and clean power, he would not only save money down the road on his electricity bills, but on the upfront cost, as well. Plus, he didn’t want to wait up to a year for his federal credits to kick in. With Sunrun, Francis received the full value of his federal tax credits right from the start, in the form of a lower upfront cost.</p>
 
<p>Another advantage was that Francis didn’t have to be responsible for maintaining his PV panels. “If something goes wrong, you have to come fix it. Sunrun’s monitoring the system for me – I don’t have to worry for the next 18 years!” And for Francis, that’s invaluable – national security and global warming are enough to worry about!</p>
 </div>","<a href=""http://www.njcleanenergy.com/"" target=""_blank"">NJ Clean Energy Program</a>
<a href=""http://nj.gov/emp/index.shtml"" target=""_blank"">NJﾠEnergy Master Plan</a>
<a href=""http://www.njcleanenergy.com/files/file/Renewable_Programs/CORE/REIPGuidebookfinal0202mq.pdf"" target=""_blank"">REIP Guidebook</a>","New Jersey has one of the most aggressive Renewable Portfolio Standards (RPS) in the United States. The state also has a great program for solar incentives. Homeowners are already paying more than the national average, and utility companies can raise its rates at any time. Check if Sunrun is available in your New Jersey utility."
8/13/2013 21:21,Cape May County New Jersey Solar,/solar-by-state/nj/cape-may-county-new-jersey-solar,"Cape May County, NJ Solar Company","With great state incentives, going solar in Cape May County, NJ, with Sunrun is a great way to lock in your power costs and make a positive impact on the environment.","cape may solar, cape may county solar, cape may nj solar",This historic landmark is making its mark on solar.,Find out how easy it is to go solar in Cape May and save on your electric bills.,"Home solar in Cape May County, New Jersey",New Jersey is one of the leading states for residential solar and Cape May's sunny days and mild weather make the area perfect for solar power. ,"Eric & Denise's Cape May, NJ Solar Story","<div class=""contact_form"">
<p id=""cleantext"">Eric first considered getting solar a few years ago. He looked into solar panels for his roof, but the upfront cost of purchasing a system was very high. In addition, his roof couldn't accomodate a large enough system for his energy usage.</p>
<p>A few years later, Eric started seeing more and more solar panels in Cape May, and decided to give home solar a second thought.This time, Eric looked into a ground-mount solar system, instead of a rooftop solar system. Eric decided to put part of a field on his property to work – producing solar energy.</p>
 
<p>He contacted his local solar installer, Trinity Solar, who told him about Sunrun solar power service. With Sunrun, Eric didn't have to purchase the panels himself. Sunrun bought, owns, and maintains the system and Eric pays for solar electricity from Sunrun. ""My system is maintained by Sunrun, insured by Sunrun, and,"" Eric explained, ""if something happens, it's not my problem.""</p>
<p>Eric was very happy with the entire installation process with Sunrun and Trinity Solar - they kept him updated on timelines and his Trinity sales representative was extremely knowledgable. Eric is already seeing savings from going solar in Cape May. Last summer, he'd seen bills of $480 in July and August. Now, he's paying the minimum maintenance fee to his utility company, ACE, and is already accruing solar credits. ""My system is doing more than I ever expected,"" said Eric.<br /> </p>
</div>","<a href=""http://www.njcleanenergy.com/"" target=""_blank"">NJ Clean Energy Program</a>
<a href=""http://nj.gov/emp/index.shtml"" target=""_blank"">NJﾠEnergy Master Plan</a>
<a href=""http://www.njcleanenergy.com/files/file/Renewable_Programs/CORE/REIPGuidebookfinal0202mq.pdf"" target=""_blank"">REIP Guidebook</a>","New Jersey has one of the most aggressive Renewable Portfolio Standards (RPS) in the United States. The state also has a great program for solar incentives. Homeowners are already paying more than the national average, and utility companies can raise its rates at any time. Check if Sunrun is available in your New Jersey utility."
8/11/2013 22:02,Demarest New Jersey Solar,/solar-by-state/nj/demarest-new-jersey-solar,"Demarest, NJ Solar for Your Home","Homeowners in Demarest, NJ are turning to solar to power their homes. Sunrun puts solar within your budget, by allowing homeowners to switch for as low as $0.","demarest solar, demarest nj solar, solar in demarest, solar in demarest nj",Demarest rooftops are soaking up solar energy. ,Find out how easy it is to go solar with Sunrun and save on your electric bills.,"Home solar in Demarest, New Jersey","Since residential electricity rates are high in New Jersey, many homeowners are turning to solar power to control their electricity rates. By installing solar panels, you can lock in today's rates for the next 20 years and start saving on your electric bills.",Roubina's Story,"<div class=""contact_form"">
<p id=""cleantext"">After thirteen years of living in the same home in Demrest, NJ, Roubina and her husband decided to undertake some renovation projects. They thought a lot about their heat and electricity usage and started exploring some greener alternatives. They decided to install a geothermal heating system, which they found to be quite efficient in heating their home. However, they still noticed that their electric bills were very high. That's when Roubina and her husband started looking into solar panels for their home.</p>
 
<p>Roubina started her search online and investigated several solar companies. Sunrun was the first to get back to them, and Roubina was impressed by how prompt, forthcoming, and thorough Sunrun was. ""Sunrun was the easiest to work with,"" Roubina explained.</p>
 
<p>Now, with solar panels installed for many months, Roubina and her husband have been able to see consistent savings. Before going solar in Demarest, NJ, their power bills had been around $400 per month. Now, they're between $100 and $150 per month.</p>
 </div>","<a href=""http://www.njcleanenergy.com/"" target=""_blank"">NJ Clean Energy Program</a>
<a href=""http://nj.gov/emp/index.shtml"" target=""_blank"">NJﾠEnergy Master Plan</a>
<a href=""http://www.njcleanenergy.com/files/file/Renewable_Programs/CORE/REIPGuidebookfinal0202mq.pdf"" target=""_blank"">REIP Guidebook</a>","New Jersey has one of the most aggressive Renewable Portfolio Standards (RPS) in the United States. The state also has a great program for solar incentives. Homeowners are already paying more than the national average, and utility companies can raise its rates at any time. Check if Sunrun is available in your New Jersey utility."
8/11/2013 22:00,Egg Harbor City New Jersey Solar,/solar-by-state/nj/egg-harbor-city-new-jersey-solar,"Egg Harbor City, NJ Solar","It's easy and affordable to go solar in Egg Harbor City, NJ with Sunrun. You can switch for as low as $0.","egg harbor city, egg harbor city nj, egg harbor city solar",People in Egg Harbor City are choosing solar.  ,Find out how easy it is to go solar with Sunrun and save on your electric bills.,"Home solar in Egg Harbor City, New Jersey","Going solar in Egg Harbor City is one of the smartest ways to power your home. By installing solar panels on your home, you can lock in today's electricity rates for the next 20 years and start saving monthly on your electric bill. 
",Kevin's Story,"<div class=""contact_form"">
<p id=""cleantext"">Kevin has lived for six years with his wife and kids in Egg Harbor City, New Jersey. He'd been interested in going solar for two reasons - primarily to save money, but also to cast off his family's dependency on fossil fuels. “I’m against oil. We could all get off of it if we wanted to. Solar and green technology is a good way to get off fossil fuels. No – "" Kevin corrected himself, ""It's the best way.”</p>
 
<p>Kevin first heard about Sunrun through a family friend who worked at The Home Depot. Sunrun had partnered with The Home Depot to bring solar awareness and options to the mainstream. The sign up process was easy - all the sales representatives were knowledgeably and easy-going - and the installation process was smooth. Although Kevin hadn't noticed solar panels around his neighborhood before going solar, he now sees panels everywhere.</p>
 </div>","<a href=""http://www.njcleanenergy.com/"" target=""_blank"">NJ Clean Energy Program</a>
<a href=""http://nj.gov/emp/index.shtml"" target=""_blank"">NJﾠEnergy Master Plan</a>
<a href=""http://www.njcleanenergy.com/files/file/Renewable_Programs/CORE/REIPGuidebookfinal0202mq.pdf"" target=""_blank"">REIP Guidebook</a>","New Jersey has one of the most aggressive Renewable Portfolio Standards (RPS) in the United States. The state also has a great program for solar incentives. Homeowners are already paying more than the national average, and utility companies can raise its rates at any time. Check if Sunrun is available in your New Jersey utility."
